100
0	1.320013e-01	5.460404e-01	1.855887e+00
1	1.504902e-01	4.165681e-01	2.860283e+00
2	1.356694e-01	8.672206e-01	2.531021e+00
3	1.478322e-01	7.033589e-01	2.567171e+00
4	1.294968e-01	8.786806e-01	1.856864e+00
5	1.558091e-01	1.420788e-01	1.923302e+00
6	1.792471e-01	5.111020e-01	2.931607e+00
7	1.799451e-01	3.855400e-01	2.074744e+00
8	1.827241e-01	3.785351e-01	2.066927e+00
9	1.888775e-01	3.756317e-01	1.597948e+00
10	1.787321e-01	3.872028e-01	1.015633e+00
11	2.326207e-01	2.494541e-01	1.819736e+00
12	2.082917e-01	6.889441e-01	2.681485e+00
13	2.135975e-01	5.315527e-01	2.991207e+00
14	2.178687e-01	5.504923e-01	2.305325e+00
15	2.446113e-01	2.432257e-01	2.943332e+00
16	2.123293e-01	5.259395e-01	1.193454e+00
17	2.348282e-01	4.593024e-01	2.247680e+00
18	2.372959e-01	3.905640e-01	2.865169e+00
19	3.084344e-01	7.540613e-01	2.354177e+00
20	2.915875e-01	1.893004e-01	2.203713e+00
21	2.799906e-01	2.470192e-01	1.572545e+00
22	2.831517e-01	2.527714e-01	2.075721e+00
23	2.972570e-01	7.620073e-01	1.714216e+00
24	2.809427e-01	1.927081e-01	1.255984e+00
25	3.051022e-01	7.492500e-01	1.809966e+00
26	2.839612e-01	2.473501e-01	2.446996e+00
27	2.968975e-01	7.625342e-01	2.439179e+00
28	3.191002e-01	1.650656e-01	2.234978e+00
29	3.610281e-01	6.471873e-01	2.132389e+00
30	3.357270e-01	3.422375e-01	2.891549e+00
31	3.609800e-01	4.941052e-01	2.635564e+00
32	3.583607e-01	6.464491e-01	2.148999e+00
33	3.552942e-01	6.564576e-01	2.554470e+00
34	3.597234e-01	4.944036e-01	1.801172e+00
35	4.016048e-01	8.320734e-01	1.962384e+00
36	3.854714e-01	7.566582e-01	1.397655e+00
37	4.377274e-01	1.865546e-01	1.050806e+00
38	4.034624e-01	8.309365e-01	2.164631e+00
39	4.066390e-01	8.330514e-01	2.632633e+00
40	4.331803e-01	1.829936e-01	2.780166e+00
41	4.290995e-01	6.040410e-01	1.015633e+00
42	4.331759e-01	1.831423e-01	1.722032e+00
43	4.264888e-01	1.782977e-01	1.128969e+00
44	4.325961e-01	1.820963e-01	1.429897e+00
45	4.993806e-01	5.393834e-01	2.319003e+00
46	5.029909e-01	5.410132e-01	1.921348e+00
47	5.014449e-01	7.415398e-01	1.023449e+00
48	4.896503e-01	2.741055e-01	2.445042e+00
49	5.015170e-01	7.437984e-01	2.110894e+00
50	4.958877e-01	2.904701e-01	1.745481e+00
51	4.781070e-01	5.388097e-01	2.559355e+00
52	5.020158e-01	7.437899e-01	1.131900e+00
53	5.350444e-01	4.394522e-01	1.351734e+00
54	5.360287e-01	1.473110e-01	1.423058e+00
55	5.466947e-01	1.778386e-01	1.606742e+00
56	5.465864e-01	4.666566e-01	1.392770e+00
57	5.625659e-01	7.904790e-01	1.794333e+00
58	5.698698e-01	5.440265e-01	2.783097e+00
59	5.760693e-01	8.554788e-01	1.442599e+00
60	5.907780e-01	6.015065e-01	2.222277e+00
61	5.947133e-01	7.275016e-01	1.331216e+00
62	5.950370e-01	7.270101e-01	1.776746e+00
63	6.450953e-01	2.030913e-01	2.692233e+00
64	6.353814e-01	1.982653e-01	1.000000e+00
65	6.187919e-01	5.599671e-01	2.775281e+00
66	6.271398e-01	7.990706e-01	1.920371e+00
67	6.453928e-01	5.296505e-01	2.573034e+00
68	6.233572e-01	1.924141e-01	2.911089e+00
69	6.631391e-01	2.992790e-01	1.834392e+00
70	6.612973e-01	3.140154e-01	2.548608e+00
71	6.350124e-01	5.352673e-01	1.560821e+00
72	6.829906e-01	3.871131e-01	1.671226e+00
73	6.917209e-01	2.110478e-01	2.398144e+00
74	6.973625e-01	6.257397e-01	1.180752e+00
75	7.499214e-01	7.170216e-01	1.013679e+00
76	7.456476e-01	7.128049e-01	2.741085e+00
77	7.064623e-01	5.651292e-01	2.792868e+00
78	6.825623e-01	2.147186e-01	2.546654e+00
79	7.194293e-01	3.802522e-01	1.691744e+00
80	7.478543e-01	7.154835e-01	2.569126e+00
81	7.377175e-01	3.058292e-01	1.077186e+00
82	7.436981e-01	7.098423e-01	2.931607e+00
83	7.362981e-01	7.140456e-01	1.699560e+00
84	7.852861e-01	8.425894e-01	1.849047e+00
85	7.888816e-01	8.376554e-01	1.563752e+00
86	7.423798e-01	7.071474e-01	2.374695e+00
87	7.882282e-01	2.155272e-01	1.687836e+00
88	7.832226e-01	6.370447e-01	2.413776e+00
89	8.050909e-01	5.468873e-01	2.048363e+00
90	8.063360e-01	7.962403e-01	1.118222e+00
91	8.247557e-01	5.052142e-01	2.703957e+00
92	8.309826e-01	3.463034e-01	2.588666e+00
93	8.394025e-01	1.735050e-01	2.107963e+00
94	8.175798e-01	5.161297e-01	1.347826e+00
95	8.661052e-01	8.577815e-01	2.917929e+00
96	8.538007e-01	3.918593e-01	2.581827e+00
97	8.666792e-01	8.572010e-01	2.310210e+00
98	8.677055e-01	1.999177e-01	1.097704e+00
99	8.639358e-01	8.600243e-01	2.722521e+00
