100
0	1.114235e-01	5.538608e-01	1.855887e+00
1	1.229646e-01	4.210507e-01	2.860283e+00
2	1.243494e-01	8.835251e-01	2.531021e+00
3	1.330540e-01	7.084651e-01	2.567171e+00
4	1.304662e-01	8.718961e-01	1.856864e+00
5	1.463098e-01	1.328625e-01	1.923302e+00
6	1.589857e-01	5.074693e-01	2.931607e+00
7	1.681675e-01	3.979470e-01	2.074744e+00
8	1.788574e-01	3.518570e-01	2.066927e+00
9	1.712636e-01	3.533869e-01	1.597948e+00
10	1.720594e-01	3.964684e-01	1.015633e+00
11	2.018719e-01	2.565505e-01	1.819736e+00
12	2.014643e-01	6.911678e-01	2.681485e+00
13	2.147921e-01	5.509476e-01	2.991207e+00
14	2.121409e-01	5.319708e-01	2.305325e+00
15	2.293321e-01	2.247933e-01	2.943332e+00
16	2.162648e-01	5.594442e-01	1.193454e+00
17	2.366703e-01	4.593921e-01	2.247680e+00
18	2.434709e-01	3.876478e-01	2.865169e+00
19	2.672648e-01	7.825164e-01	2.354177e+00
20	2.741221e-01	1.730372e-01	2.203713e+00
21	2.790901e-01	2.683259e-01	1.572545e+00
22	2.746501e-01	2.618823e-01	2.075721e+00
23	3.047539e-01	7.569064e-01	1.714216e+00
24	2.862723e-01	1.706091e-01	1.255984e+00
25	3.008950e-01	7.703940e-01	1.809966e+00
26	3.040487e-01	2.310972e-01	2.446996e+00
27	3.085547e-01	7.517257e-01	2.439179e+00
28	3.249334e-01	1.429922e-01	2.234978e+00
29	3.517742e-01	6.645613e-01	2.132389e+00
30	3.398973e-01	3.425345e-01	2.891549e+00
31	3.624381e-01	4.915345e-01	2.635564e+00
32	3.475147e-01	6.630681e-01	2.148999e+00
33	3.656832e-01	6.279587e-01	2.554470e+00
34	3.576210e-01	4.927303e-01	1.801172e+00
35	4.089559e-01	8.492209e-01	1.962384e+00
36	3.889243e-01	7.595449e-01	1.397655e+00
37	4.243394e-01	1.661703e-01	1.050806e+00
38	4.056006e-01	8.436113e-01	2.164631e+00
39	3.980216e-01	8.455657e-01	2.632633e+00
40	4.330049e-01	1.733936e-01	2.780166e+00
41	4.303024e-01	6.075281e-01	1.015633e+00
42	4.312037e-01	1.720587e-01	1.722032e+00
43	4.420885e-01	1.796173e-01	1.128969e+00
44	4.323644e-01	1.750575e-01	1.429897e+00
45	4.790669e-01	5.420497e-01	2.319003e+00
46	4.746016e-01	5.340861e-01	1.921348e+00
47	4.835415e-01	7.697729e-01	1.023449e+00
48	4.878931e-01	2.655398e-01	2.445042e+00
49	5.033943e-01	7.412001e-01	2.110894e+00
50	5.018078e-01	3.054304e-01	1.745481e+00
51	5.039917e-01	5.393377e-01	2.559355e+00
52	5.070866e-01	7.404485e-01	1.131900e+00
53	5.307293e-01	4.257985e-01	1.351734e+00
54	5.361257e-01	1.259123e-01	1.423058e+00
55	5.458669e-01	1.732277e-01	1.606742e+00
56	5.510365e-01	4.615957e-01	1.392770e+00
57	5.613561e-01	8.035045e-01	1.794333e+00
58	5.679214e-01	5.402835e-01	2.783097e+00
59	5.764713e-01	8.725491e-01	1.442599e+00
60	5.869847e-01	6.153584e-01	2.222277e+00
61	5.976894e-01	7.286011e-01	1.331216e+00
62	5.957518e-01	7.320974e-01	1.776746e+00
63	6.159858e-01	1.792645e-01	2.692233e+00
64	6.293684e-01	1.817441e-01	1.000000e+00
65	6.223285e-01	5.691740e-01	2.775281e+00
66	6.313686e-01	8.124767e-01	1.920371e+00
67	6.455343e-01	5.201339e-01	2.573034e+00
68	6.420930e-01	1.933206e-01	2.911089e+00
69	6.606182e-01	3.174465e-01	1.834392e+00
70	6.633435e-01	3.005431e-01	2.548608e+00
71	6.561222e-01	5.155253e-01	1.560821e+00
72	6.813984e-01	3.898247e-01	1.671226e+00
73	6.864172e-01	2.106050e-01	2.398144e+00
74	6.974293e-01	6.275728e-01	1.180752e+00
75	7.138372e-01	6.935122e-01	1.013679e+00
76	7.315492e-01	7.325450e-01	2.741085e+00
77	7.165517e-01	5.623891e-01	2.792868e+00
78	7.176050e-01	2.033094e-01	2.546654e+00
79	7.317144e-01	3.798541e-01	1.691744e+00
80	7.350069e-01	7.356760e-01	2.569126e+00
81	7.486401e-01	3.027492e-01	1.077186e+00
82	7.687644e-01	6.926397e-01	2.931607e+00
83	7.609764e-01	7.639930e-01	1.699560e+00
84	7.856707e-01	8.509979e-01	1.849047e+00
85	7.816858e-01	8.567015e-01	1.563752e+00
86	7.666541e-01	6.901027e-01	2.374695e+00
87	7.969654e-01	2.110124e-01	1.687836e+00
88	8.008539e-01	6.306123e-01	2.413776e+00
89	8.132534e-01	5.537858e-01	2.048363e+00
90	8.189608e-01	7.959330e-01	1.118222e+00
91	8.317439e-01	5.068966e-01	2.703957e+00
92	8.385014e-01	3.386542e-01	2.588666e+00
93	8.466317e-01	1.615913e-01	2.107963e+00
94	8.434332e-01	4.907102e-01	1.347826e+00
95	8.805861e-01	8.620487e-01	2.917929e+00
96	8.674767e-01	3.934222e-01	2.581827e+00
97	8.719335e-01	8.719597e-01	2.310210e+00
98	8.832135e-01	1.996168e-01	1.097704e+00
99	8.767998e-01	8.665661e-01	2.722521e+00
